epoch,train_acc,train_f1,train_loss,test_acc,test_f1,test_loss
1,0.5869554123116982,0.14498438017533283,0.7780911192732243,0.58760672938049,0.14574808682188287,0.7774629444669555
2,0.6161915611811107,0.1585809846833024,0.7067383797053968,0.6164618414166019,0.15891565494562454,0.7061114752371244
3,0.6296882380455565,0.16570593727307306,0.6833255272121129,0.6298549109712355,0.16588787471076324,0.6826936258595354
4,0.6369484479435544,0.17015637237833542,0.6717105189951276,0.6374309127270997,0.17013577839841212,0.6710706691607764
5,0.641082941979331,0.1727085868734611,0.6648576440543208,0.6415197434964721,0.1724122047062742,0.664214060621863
6,0.6438533407671089,0.17449014986436606,0.6603772240343553,0.6441243778116468,0.17416762832841817,0.6597333801855272
7,0.6457791900075323,0.17576297079367179,0.6572456594366664,0.6461580492716387,0.1755422440768887,0.6566034470370434
8,0.6469974747930163,0.17647796017237272,0.6549539191754761,0.6473966703042526,0.17626894998780887,0.6543141978080204
9,0.647801350895564,0.17697931134661404,0.653218636919031,0.6480428406322953,0.17669509020734225,0.6525817355051083
10,0.6484394635249372,0.17746224465428115,0.6518683670813589,0.6486721276501042,0.17712718344339673,0.6512343717121013
11,0.6487759787239512,0.17787685572811365,0.6507930713468596,0.6490926755595666,0.17746757568671187,0.6501619659749052
12,0.649091389777075,0.1781501095936453,0.649919113628143,0.6492384859661321,0.17783597875983936,0.6492908422234812
13,0.6494075682536856,0.178494907890679,0.6491956782445597,0.6494794568485613,0.1782204582174356,0.6485701695309224
14,0.649612470324693,0.17866487496301012,0.6485868361847182,0.6496175930232023,0.17844379905638988,0.647964012024108
15,0.6497709432747418,0.17887460281475245,0.6480666566427323,0.6499046092971785,0.1787828165728193,0.6474464340187488
16,0.6498361742711299,0.1789714043055486,0.6476160778581245,0.6499967000802724,0.17893971253276492,0.6469983688457087
17,0.6498614992461983,0.17902487476248055,0.6472208479690593,0.6500059091585819,0.17893766562968083,0.6466055594520667
18,0.6498047099081663,0.17905716588468956,0.6468701412234498,0.650064233321208,0.17903310600113786,0.6462571749440472
19,0.649864568940146,0.17909411176244094,0.646555612014122,0.6501010696344456,0.1791254374972994,0.6459448650463885
20,0.6498231280718523,0.17906785119298207,0.6462707384588952,0.6500933954025211,0.1793290639365566,0.6456621040202307
21,0.6497816872035587,0.17909180523676238,0.6460103604808,0.6500059091585819,0.17926864382378346,0.6454037289515169
22,0.6497609667694119,0.17912297426120113,0.6457703502656733,0.6499291668393369,0.17922457410592835,0.645165610297499
23,0.6497356417943435,0.17912710674031004,0.6455473738832159,0.6498892608333295,0.17930230550038856,0.6449444135046258
24,0.6496539111929867,0.1791252765708008,0.6453387163998446,0.6499107486827181,0.17940581806146164,0.644737424054811
25,0.6496040286663369,0.1790940121305395,0.6451421517136273,0.6498846562941748,0.17946568921918107,0.6445424171947851
26,0.6495691108976821,0.17910149929888902,0.6449558442609001,0.649835541209858,0.17945093638616444,0.6443575595168952
