epoch,train_acc,train_f1,train_loss,test_acc,test_f1,test_loss
40,0.6511741733198022,0.17812887370480587,0.6347849987112653,0.5821666119618651,0.1500117040749368,0.6972711302019962
41,0.6514458470942271,0.17816624538812378,0.6344753969492526,0.582374112933347,0.150081578593777,0.6969455117868646
42,0.6516837907913956,0.17822361119881117,0.6341807131378137,0.5825853866497648,0.15009390951654844,0.6966359771135354
43,0.6518726058977773,0.17825183903072264,0.6339000042182866,0.5827400691921422,0.15004976041990878,0.6963416421570263
44,0.6520790193053364,0.17826473611336013,0.6336324007827009,0.5829117290867316,0.15002383405348055,0.6960616754526209
45,0.6522953317573077,0.1783245350238564,0.6333771001869887,0.5830343432971528,0.15000249952893493,0.69579529501438
46,0.6524746144505517,0.17836593386971228,0.6331333604215914,0.5832022304468062,0.14994267599239783,0.6955417653854624
47,0.6526410650491873,0.178383431587309,0.6329004946421772,0.583415390535692,0.14993591001997758,0.6953003948267699
48,0.6528258472115491,0.1784101103805622,0.6326778662776913,0.5835474366084532,0.14996977502608588,0.6950705326470018
49,0.6529831320283215,0.17843090450625615,0.6324648846450329,0.5837115510131706,0.14997419285257568,0.6948515666747233
50,0.6531217186500929,0.17845522772327088,0.6322610010096066,0.583870006300484,0.1499834310771341,0.694642920870811
